date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-03-19,-8,-25,0.0,10.2,1,26,07:19 AM,11:31 PM,06:45 AM,06:50 PM,-15,-21,-15,-21,20,56,98,0.0,1026,-8,4,249,11,Samara
2010-03-20,0,-12,0.7,6.0,1,33,07:43 AM,No moonset,06:43 AM,06:52 PM,-6,-12,-6,-12,33,91,97,5.5,1016,0,4,244,20,Samara
2010-03-21,1,-9,0.3,6.1,1,39,08:16 AM,12:46 AM,06:40 AM,06:54 PM,-2,-7,-2,-7,30,89,99,6.9,1014,1,6,179,17,Samara
2010-03-22,1,0,0.0,6.1,1,46,09:02 AM,01:56 AM,06:38 AM,06:56 PM,1,-4,1,-4,35,100,100,2.3,1007,1,5,216,20,Samara
2010-03-23,0,-6,2.6,6.1,1,53,10:03 AM,02:55 AM,06:35 AM,06:58 PM,-1,-6,-1,-6,34,81,98,5.6,1007,0,8,273,19,Samara
2010-03-24,-0,-9,0.2,6.3,1,60,11:19 AM,03:41 AM,06:33 AM,07:00 PM,-4,-10,-4,-10,30,78,97,0.2,1017,-0,9,230,18,Samara
2010-03-25,0,-6,3.3,6.4,1,67,12:44 PM,04:15 AM,06:31 AM,07:01 PM,-2,-7,-2,-7,34,96,97,3.9,1015,0,6,296,22,Samara
2010-03-26,-3,-6,0.8,6.4,1,73,02:13 PM,04:40 AM,06:28 AM,07:03 PM,-5,-11,-5,-11,27,98,95,0.9,1028,-3,6,308,17,Samara
2010-03-27,-1,-10,0.1,11.6,2,80,03:43 PM,05:01 AM,06:26 AM,07:05 PM,-5,-11,-4,-11,40,45,96,0.1,1030,-1,10,228,24,Samara
2010-03-28,0,-6,0.0,11.6,2,87,05:12 PM,05:18 AM,06:23 AM,07:07 PM,-4,-9,-3,-9,30,21,94,0.0,1028,0,10,204,17,Samara
2010-03-29,1,-8,0.0,10.3,1,94,06:41 PM,05:34 AM,06:21 AM,07:09 PM,-4,-8,-3,-8,29,27,94,0.0,1028,1,10,152,15,Samara
2010-03-30,1,-5,0.0,9.0,1,100,08:09 PM,05:50 AM,06:19 AM,07:11 PM,-2,-6,-1,-6,28,43,97,0.0,1027,1,6,156,14,Samara
2010-03-31,1,-5,0.0,6.5,1,93,09:37 PM,06:08 AM,06:16 AM,07:12 PM,-1,-3,-1,-3,13,68,98,0.1,1027,1,2,132,6,Samara
2010-04-01,1,-1,0.0,6.5,1,86,11:01 PM,06:30 AM,06:14 AM,07:14 PM,0,-3,0,-3,20,95,100,0.7,1028,1,2,61,11,Samara
2010-04-02,3,0,0.0,7.8,1,79,No moonrise,06:59 AM,06:11 AM,07:16 PM,1,-3,1,-3,23,75,99,0.6,1029,3,7,81,13,Samara
2010-04-03,1,-0,0.0,6.5,1,73,12:18 AM,07:36 AM,06:09 AM,07:18 PM,0,-3,0,-3,19,78,99,1.1,1029,1,4,41,11,Samara
2010-04-04,1,-0,0.0,6.6,1,66,01:25 AM,08:24 AM,06:07 AM,07:20 PM,0,-4,0,-4,24,67,99,1.3,1027,1,6,28,14,Samara
2010-04-05,3,1,0.0,7.8,1,59,02:16 AM,09:23 AM,06:04 AM,07:21 PM,2,-2,2,-2,22,75,99,0.6,1026,3,8,31,13,Samara
2010-04-06,7,1,0.0,11.6,1,52,02:54 AM,10:29 AM,06:02 AM,07:23 PM,3,-0,4,-0,26,55,95,0.1,1024,7,10,27,16,Samara
2010-04-07,5,2,0.0,8.3,1,45,03:23 AM,11:39 AM,06:00 AM,07:25 PM,2,-1,3,-1,22,93,92,0.1,1028,5,9,69,15,Samara
2010-04-08,3,-0,0.0,8.6,1,39,03:44 AM,12:50 PM,05:58 AM,07:27 PM,0,-2,1,-2,21,85,92,0.0,1031,3,8,84,14,Samara
2010-04-09,7,-2,0.0,13.7,1,32,04:01 AM,02:01 PM,05:55 AM,07:29 PM,0,-2,2,-2,23,31,89,0.0,1029,7,8,68,15,Samara
2010-04-10,6,-1,0.0,9.8,1,25,04:15 AM,03:11 PM,05:53 AM,07:31 PM,2,-2,3,-2,35,78,93,1.9,1023,6,8,65,23,Samara
2010-04-11,8,-0,0.0,13.8,2,18,04:27 AM,04:21 PM,05:51 AM,07:32 PM,1,-1,3,-1,27,32,89,0.0,1022,8,10,54,18,Samara
2010-04-12,8,0,0.0,12.2,2,12,04:40 AM,05:32 PM,05:48 AM,07:34 PM,3,2,4,2,14,56,92,0.4,1021,8,6,36,9,Samara
2010-04-13,8,0,0.0,12.2,1,5,04:53 AM,06:45 PM,05:46 AM,07:36 PM,1,1,4,1,14,58,86,0.3,1021,8,6,50,9,Samara
2010-04-14,7,1,0.9,9.9,1,2,05:07 AM,08:00 PM,05:44 AM,07:38 PM,1,1,4,1,16,73,83,2.6,1018,7,8,207,11,Samara
2010-04-15,9,-1,0.0,12.2,2,9,05:25 AM,09:17 PM,05:41 AM,07:40 PM,-1,3,4,3,12,51,69,0.0,1020,9,9,203,7,Samara
2010-04-16,13,2,0.0,13.4,2,16,05:48 AM,10:34 PM,05:39 AM,07:41 PM,3,5,8,5,24,53,76,0.3,1018,13,10,212,15,Samara
2010-04-17,15,4,0.0,14.1,4,22,06:19 AM,11:47 PM,05:37 AM,07:43 PM,4,8,10,8,23,35,72,0.0,1019,15,10,200,14,Samara
2010-04-18,11,8,0.0,8.8,2,29,07:01 AM,No moonset,05:35 AM,07:45 PM,7,7,9,7,30,96,87,2.6,1015,11,7,191,19,Samara
2010-04-19,15,8,0.0,13.4,3,36,07:59 AM,12:49 AM,05:32 AM,07:47 PM,7,9,11,9,16,43,79,0.3,1017,15,7,317,10,Samara
2010-04-20,18,6,0.0,14.2,4,43,09:10 AM,01:39 AM,05:30 AM,07:48 PM,5,11,12,11,18,12,67,0.0,1018,18,10,259,11,Samara
2010-04-21,19,8,0.0,14.2,5,49,10:30 AM,02:16 AM,05:28 AM,07:50 PM,7,12,13,12,24,14,67,0.0,1018,19,10,174,14,Samara
2010-04-22,21,10,0.0,13.4,4,56,11:56 AM,02:43 AM,05:26 AM,07:52 PM,8,15,15,15,34,30,62,0.0,1014,21,10,133,21,Samara
